company_id,company_name,account_class,business_type,product_tier,potential_tier,gmv_reference,gmv_source,ann_sell_2026,sell_months,penetration_pct,suspect_estimate,needs_review,notes
827180,Main Wholesale Florist LLC / Clifton,Prospect,Wholesaler,eSuite,Growth Engine,3000000.0,Estimado,37342,1,1.2,False,,
730920,Shamrock Wholesale Florist Memphis,Client,Wholesaler,K2K,Activate,3000000.0,Estimado,214407,7,7.1,False,,
664381,Unifour Wholesale ,Client,Wholesaler,eSuite,Growth Engine,3000000.0,ORA,271888,7,9.1,False,,
,DA and Sons LLC,Pre-live,Grower,Unknown,Activate,3000000.0,ORA,0,0,,False,,
449683,"Floreco, Inc",Client,Importer,Core+,Growth Engine,2961144.36,Medido,3043285,7,~100% (tautological),False,,
617226,CONNECTION FLOWERS SAS,Client,Grower,Core+,Growth Engine,2944992,Medido,2944992,7,~100% (tautological),False,,
,Golden State Flower Brokers,Prospect,Wholesaler,Unknown,Activate,2900000.0,Medido,0,0,,False,,
,FloraMax,Prospect,Wholesaler,Unknown,Activate,2900000.0,Medido,0,0,,False,,
509751,Best Miami Growers LLC,Client,Importer,Core+,Growth Engine,2839514,Medido,2839514,7,~100% (tautological),False,,
640460,Dr Delphinium,Client,Retailer,Core+,Growth Engine,2707501,Medido,2707501,7,~100% (tautological),False,,
649935,Sims Flower Distribution,Client,Wholesaler,Core+,Growth Engine,2676518,Medido,2676518,7,~100% (tautological),False,,
822938,Flores San Miguel,Client,Importer,K2K,Activate,2666784,Medido,2666784,1,~100% (tautological),False,"Auto-promoted from Prospect (SFDC Prospect, Other ERP: In House System)",
46206,FLORISOL& CO FLOWER TRADING LLC DBA MARVEL FLOWERS,Client,Grower,Core+,Growth Engine,2637064.91,Medido,2721213,7,~100% (tautological),False,,
716378,Moonlight Flowers,Client,Importer,Core+,Growth Engine,2625664,Medido,2625664,7,~100% (tautological),False,,
651959,CINCINNATI WHSLE FLORIST INC.5643,Client,Wholesaler,eSuite,Growth Engine,2500000.0,Estimado,101699,7,4.1,True,Estimado >20x reality,
732518,DKAY WHOLESALE INC,Client,Wholesaler,Procurement,Activate,2500000,Estimado,0,0,,False,,
732830,First Choice Floral,Client,Wholesaler,K2K,Activate,2500000.0,Estimado,14953,4,0.6,False,,
541854,Fletch Wholesale llc,Client,Wholesaler,eSuite,Growth Engine,2500000,Estimado,207627,7,8.3,False,Tier inferred from sell channel (not from system_type),
475168,South Carolina Specialty Cut,Client,Wholesaler,K2K,Activate,2500000.0,Estimado,8578,6,0.3,False,,
731457,TWI SON HARRISON WHOLESALE FLORAL,Prospect,Wholesaler,Unknown,Activate,2500000,Estimado,0,0,,False,,
650815,"WB FLORAL GROUP, LLC.-MD",Client,Retailer,Procurement,Activate,2500000,Estimado,0,0,,False,,
610818,Farms Connect,Client,Importer,Core+,Growth Engine,2492345,Medido,2492345,7,~100% (tautological),False,,
672781,NY Floral Supply,Client,Wholesaler,Core+,Growth Engine,2489278,Medido,2489278,7,~100% (tautological),False,,
572900,IKEBANA CO SAS,Client,Grower,Core+,Growth Engine,2444246,Medido,2444246,7,~100% (tautological),False,,
377256,Multiflora Corporation,Client,Importer,eSuite,Growth Engine,2408596.85,Medido,2472475,7,~100% (tautological),False,Tier inferred from sell channel (not from system_type),
,West Flowers LLC,Prospect,Wholesaler,Unknown,Activate,2400000.0,Medido,0,0,,False,,
492201,Forest Flowers,Client,Importer,Core+,Growth Engine,2323881.85,Medido,1504048,7,~100% (tautological),False,,
680251,RUMHORA GREENS LLC,Client,Importer,Core+,Growth Engine,2305497.03,Medido,2382454,7,~100% (tautological),False,,
733250,ROYAL BASE (U.S.A) CORPORATION,Client,Importer,Core+,Growth Engine,2243626.86,Medido,2222488,7,~100% (tautological),False,,
619847,MACUNDO FLOWERS AND GREENS LLC,Client,Grower,Core+,Growth Engine,2190460,Medido,2190460,7,~100% (tautological),False,,
375054,Miaflora Farms,Client,Importer,eSuite,Growth Engine,2166803,Medido,2166803,7,~100% (tautological),False,Tier inferred from sell channel (not from system_type),
397194,Charleston Wholesale Florist,Client,Wholesaler,Core+,Growth Engine,2121493.03,Medido,1877614,7,~100% (tautological),False,,
,Superior Greens & Floral,Prospect,Wholesaler,Unknown,Activate,2100000.0,Medido,0,0,,False,,
315007,The Queens Flowers Corp,Client,Importer,Core+,Growth Engine,2092328,Medido,2092328,7,~100% (tautological),False,,
454705,South Florals Imports LLC,Client,Importer,Core+,Growth Engine,2081852,Medido,2081852,7,~100% (tautological),False,,
319143,"FloraCo, Inc",Client,Importer,Core+,Growth Engine,2070507.36,Medido,1344150,7,~100% (tautological),False,,
200279,DP Flowers Corp,Client,Importer,Core+,Growth Engine,2042951.16,Medido,1919034,7,~100% (tautological),False,,
13989,Pronto Farms LLC,Client,Importer,Core+,Growth Engine,2018352.77,Medido,1936251,7,~100% (tautological),False,,
14422,PAT FLOR SCARL,Client,Importer,Core+,Growth Engine,2009002,Medido,2009002,7,~100% (tautological),False,,
39124,Herradura Growers,Client,Importer,Core+,Growth Engine,2003098.5,Medido,1955782,7,~100% (tautological),False,,
655098,BRIEGER WHSLE -TX.,Client,Wholesaler,eSuite,Growth Engine,2000000,Estimado,66341,7,3.3,True,Estimado >20x reality,
665080,COWARD WHOLESALE,Client,Wholesaler,eSuite,Growth Engine,2000000.0,ORA,267186,7,13.4,False,"Auto-promoted from Prospect (SFDC Prospect, Other ERP: Excel)",
815425,Coward & Glisson Whsl. Flst.,Prospect,Wholesaler,eSuite,Growth Engine,2000000.0,ORA,12526,2,0.6,False,,
808448,Derita Floral Floral Supply Co,Prospect,Wholesaler,Unknown,Activate,2000000.0,ORA,0,0,,False,,
821576,MAIN WHOLESALE FLORIST LLC / PENNSAUKEN,Prospect,Wholesaler,eSuite,Growth Engine,2000000.0,Estimado,30375,1,1.5,False,,
665027,"Mideast Flowers Distributors, Inc.",Prospect,Wholesaler,eSuite,Growth Engine,2000000,Estimado,88830,2,4.4,True,Estimado >20x reality,
665336,Torchio Nursery,Client,Wholesaler,eSuite,Growth Engine,2000000.0,Estimado,154261,7,7.7,False,,
632203,Tristate Wholesale Florist,Client,Wholesaler,K2K,Activate,2000000.0,Estimado,185338,7,9.3,False,,
,Paseo Floral Inc,Prospect,Wholesaler,Unknown,Activate,2000000.0,Medido,0,0,,False,,
815945,FUJI WHOLESALE FLOWERS,Client,Wholesaler,Procurement,Activate,2000000.0,ORA,0,0,,False,,
198117,* Continental Farms,Client,Importer,K2K,Seed,1946395,Estimado,2024533,7,104.0,False,,
474847,Vosz Floral LLC,Client,Wholesaler,Core+,Activate,1838436,Medido,1838436,7,~100% (tautological),False,,
816515,"Price's Floral Wholesale, LLC",Client,Wholesaler,Core+,Activate,1821693,Medido,1821693,1,~100% (tautological),False,Auto-promoted from Prospect (No Komet product: unknown),
767361,UNIVERSAL FLOWER SERVICE CORP,Client,Importer,Core+,Activate,1804276,Medido,1804276,4,~100% (tautological),False,,
624816,CD Wholesale,Client,Wholesaler,Core+,Activate,1796743,Medido,1796743,7,~100% (tautological),False,,
20749,EF FLOWERS,Client,Importer,Core+,Activate,1789967.12,Medido,1762144,7,~100% (tautological),False,,
295294,Rosamina SAS,Client,Grower,Core+,Activate,1676239.98,Medido,1696574,7,~100% (tautological),False,,
144369,Premium Greens Australia LLC,Client,Importer,Core+,Activate,1664389.84,Medido,1541716,7,~100% (tautological),False,,
664096,Riverside Wholesale Florists KY,Client,Wholesaler,Core+,Activate,1610597,Medido,1610597,6,~100% (tautological),False,,
496600,"Floristcentric, LLC",Client,Wholesaler,Core+,Activate,1561305,Medido,1561305,7,~100% (tautological),False,,
731381,CHICAGO´S WHOLESALE,Client,Wholesaler,eSuite,Activate,1500000,Estimado,192808,7,12.9,False,,
650767,"Coastal Wholesale Flowers, Inc.",Client,Wholesaler,eSuite,Activate,1500000.0,Estimado,189227,7,12.6,False,,
631459,"Honey Bee Wholesale Florist, LLC",Client,Wholesaler,K2K,Seed,1500000.0,Estimado,124043,7,8.3,False,,
654758,LIHML INC Fayetteville - #01235 GF Rep Kareena 19,Pre-live,Wholesaler,eSuite,Activate,1500000,Estimado,7109,4,0.5,False,,
675363,"Palm Beach Whsle Flowers, Inc.",Client,Wholesaler,eSuite,Activate,1500000,Estimado,605815,7,40.4,False,,
655643,Solo Wholesale Flower LLC,Client,Wholesaler,K2K,Seed,1500000.0,Estimado,130567,7,8.7,False,,
,Flovers SAS,Pre-live,Grower,Unknown,Seed,1500000.0,ORA,0,0,,False,,
816923,JOSE MIGUEL CRUZ GOMEZ,Client,Grower,K2K,Seed,1500000.0,ORA,0,0,,False,,
573661,J&E Greens,Client,Importer,Core+,Activate,1468349.07,Medido,1526684,7,~100% (tautological),False,,
378242,Premium Flowers,Client,Importer,eSuite,Activate,1425039.65,Medido,1337908,7,~100% (tautological),False,Tier inferred from sell channel (not from system_type),
395159,Equiflor LLC,Client,Importer,eSuite,Activate,1414759,Medido,1414759,7,~100% (tautological),False,Tier inferred from sell channel (not from system_type),
,BW Wholesale-Keystone,Prospect,Wholesaler,Unknown,Seed,1400000.0,Medido,0,0,,False,,
477673,ECOROSES LLC,Client,Importer,Core+,Activate,1357320,Medido,1357320,7,~100% (tautological),False,,
,FLORA EXPRESS FARMS LLC,Pre-live,Grower,Unknown,Seed,1350000.0,ORA,0,0,,False,,
483642,Premium Greens Australia B.V.,Client,Importer,Core+,Activate,1290723.85,Medido,1354104,7,~100% (tautological),False,,
641341,Maple Grove Floral,Client,Wholesaler,Core+,Activate,1269354,Medido,1269354,7,~100% (tautological),False,,
618758,Bo's Wholesale Florist,Client,Wholesaler,K2K,Seed,1200000.0,Estimado,27667,7,2.3,True,Estimado >20x reality,
608547,MONTEROSAS LLC,Client,Grower,Core+,Activate,1168111,Medido,1168111,7,~100% (tautological),False,,
77300,Golden Flowers,Client,Importer,Core+,Activate,1152898,Medido,1152898,7,~100% (tautological),False,,
672147,A1 Floral Xpressions,Client,Importer,Core+,Activate,1134401,Medido,1134401,7,~100% (tautological),False,,
536956,MAGNIFICA FLOWERS,Client,Grower,Core+,Activate,1128577.46,Medido,1160747,7,~100% (tautological),False,,
613695,*FLORAL1 INC,Client,Importer,Core+,Activate,1110495,Medido,1110495,7,~100% (tautological),False,,
620453,MALIMA USA,Client,Grower,Core+,Activate,1097322,Medido,1097322,7,~100% (tautological),False,,
600558,Metropetals,Client,Wholesaler,Core+,Activate,1052139,Medido,1052139,7,~100% (tautological),False,,
492219,Interflor LLC,Client,Importer,Core+,Activate,1014553,Medido,1014553,7,~100% (tautological),False,,
652302,CASCADE FLOWERS DBA STADIUM FLOWERS INC,Client,Retailer,eSuite,Activate,1000000,Estimado,194927,7,19.5,False,,
665316,"Flowers by Fudgie, Inc",Prospect,Wholesaler,Procurement,Seed,1000000,Estimado,0,0,,False,,
665358,HIRE`S BEST FLOWERS,Client,Wholesaler,eSuite,Activate,1000000,Estimado,138963,2,13.9,False,Auto-promoted from Prospect (Other ERP: SMART System),
650536,"R&W WHOLESALE, INC.",Client,Wholesaler,eSuite,Activate,1000000,Estimado,508085,7,50.8,False,,
665232,"The Flowerman, Inc.",Client,Retailer,eSuite,Activate,1000000,Estimado,109568,2,11.0,False,Auto-promoted from Prospect (Other),
,Yary Flowers,Pre-live,Grower,Unknown,Seed,1000000.0,ORA,0,0,,False,,
,"Dual Venture Farms, Inc.",Prospect,Grower,Unknown,Seed,1000000.0,Medido,0,0,,False,,
530493,"The Flower Co, LLC",Client,Importer,Core+,Activate,997236.0,Medido,908542,7,~100% (tautological),False,,
671046,Blossom Bliss LLC,Client,Importer,Core+,Activate,994770,Medido,994770,7,~100% (tautological),False,,
533116,Zion Flowers INC,Client,Importer,Core+,Activate,990791,Medido,990791,7,~100% (tautological),False,,
575819,LA TOSCANA FARMS,Client,Importer,Core+,Activate,942051,Medido,942051,7,~100% (tautological),False,,
615898,Salter's Evergreen Supply,Client,Grower,Core+,Activate,938879.76,Medido,766130,7,~100% (tautological),False,,
649585,"Penelope’s Petals, LLC",Client,Wholesaler,Core+,Activate,936404.65,Medido,693748,7,~100% (tautological),False,,
610510,MYSTICFLOWERS LLC,Client,Grower,Core+,Activate,921513,Medido,921513,7,~100% (tautological),False,,
,Arawi Flowers,Pre-live,Grower,Unknown,Seed,900000.0,ORA,0,0,,False,,
399890,Patagonia Sun,Client,Importer,Core+,Activate,869151.76,Medido,501557,1,~100% (tautological),False,,
620160,Petals Direct,Prospect,Wholesaler,Core+,Activate,866840,Piso de red,866840,6,~100% (tautological),False,Auto-promoted from Prospect (Deactivated),
756140,Flower List,Client,Importer,Core+,Activate,849238,Medido,849238,7,~100% (tautological),False,,
505063,Andean Fresh LLC,Client,Grower,Core+,Activate,844984.21,Medido,861210,7,~100% (tautological),False,,
475084,Valleflor USA,Client,Importer,Core+,Activate,775951,Medido,775951,7,~100% (tautological),False,,
182872,The Elite Flower,Client,Importer,Core+,Activate,763042,Medido,763042,7,~100% (tautological),False,,
742781,New England Wholesale Florist,Client,Wholesaler,Core+,Activate,702629,Medido,702629,4,~100% (tautological),False,,
489148,FLOWERMART CORP,Client,Importer,Core+,Activate,684402,Medido,684402,7,~100% (tautological),False,,
397789,Dreaming Roses Corp,Client,Importer,Core+,Activate,666976,Medido,666976,7,~100% (tautological),False,,
770796,VERA,Client,Importer,Core+,Activate,663675,Medido,663675,6,~100% (tautological),False,Auto-promoted from Prospect (No Komet product: blank),
614448,"The Queens Flowers, Corp",Client,Importer,Core+,Activate,658813.39,Medido,638014,7,~100% (tautological),False,,
77787,Zoom-Bloom,Client,Importer,Core+,Activate,619651,Medido,619651,7,~100% (tautological),False,,
664133,"Littlefloyd Investments, LLC",Prospect,Retailer,eSuite,Activate,600000,Estimado,2884,2,0.5,False,,
651344,WESTWOOD FLORIST,Prospect,Retailer,Unknown,Seed,600000,Estimado,0,0,,False,,
640762,Wellington Florist,Client,Retailer,Procurement,Seed,600000,Estimado,0,0,,False,,
592806,Aurum Farms LLC,Client,Importer,Core+,Activate,597362,Medido,597362,7,~100% (tautological),False,,
,Petal Pushers,Prospect,Wholesaler,Unknown,Seed,560000.0,Medido,0,0,,False,,
322928,Inversiones Napy S.A,Client,Grower,Core+,Activate,552934,Medido,552934,7,~100% (tautological),False,,
603611,GREEN OCEAN LLC,Client,Importer,Core+,Activate,526217.84,Medido,472074,7,~100% (tautological),False,,
378264,Dynamic Farms,Client,Importer,Core+,Activate,514470,Medido,514470,7,~100% (tautological),False,,
35266,Liberty Blooms,Client,Importer,Core+,Activate,512502,Medido,512502,5,~100% (tautological),False,,
701292,Riverdale Farms,Client,Importer,eSuite,Activate,503985,Medido,503985,7,~100% (tautological),False,Tier inferred from sell channel (not from system_type),
,UNIQUE FLOWERS,Pre-live,Grower,Unknown,Seed,502908.5,Piso de red,0,0,,False,,
817285,Flores de los Lagos,Pre-live,Importer,Unknown,Seed,500000.0,ORA,0,0,,False,,
665443,"POPPIES DESIGN STUDIO, LLC",Client,Retailer,eSuite,Activate,500000,Estimado,136448,7,27.3,False,,
,Injovac LLC,Pre-live,Importer,Unknown,Seed,500000.0,ORA,0,0,,False,,
816979,MARIA SARA YANEZ TOAPANTA,Prospect,Grower,K2K,Seed,500000.0,ORA,0,0,,False,,
677319,! Juliet Wholesale Flowers LLC,Client,Wholesaler,Core+,Seed,486803,Medido,486803,7,~100% (tautological),False,,
821768,Coquette Roses,Client,Importer,Core+,Seed,484182,Medido,484182,2,~100% (tautological),False,"Auto-promoted from Prospect (SFDC Prospect, Other ERP: Excel)",
188968,Global Flowers,Client,Importer,Core+,Seed,471327.38,Medido,275013,7,~100% (tautological),False,,
313164,Bunches Direct Blumenimport GmbH,Client,Importer,Core+,Seed,464272.24,Medido,470086,7,~100% (tautological),False,,
6864,Sofi's Flowers,Client,Importer,Core+,Seed,450388.97,Medido,467891,7,~100% (tautological),False,,
831651,La Rosaleda,Pre-live,Grower,Unknown,Seed,441783.85,Piso de red,0,0,,False,,
25120,Kennicott Kuts,Client,Importer,Core+,Seed,421018.21,Medido,307878,7,~100% (tautological),False,,
796779,Kennicott Brothers West,Client,Importer,eSuite,Seed,377224.0,Medido,325535,7,~100% (tautological),False,Auto-promoted from Prospect (No Komet product: blank),
809201,San Jose Floral,Client,Wholesaler,Core+,Seed,376330,Medido,376330,4,~100% (tautological),False,,
622743,Megaflor USA,Client,Importer,Core+,Seed,370213.19,Medido,286689,7,~100% (tautological),False,,
554187,IRIS ROSES LLC,Client,Importer,Core+,Seed,335210,Medido,335210,7,~100% (tautological),False,,
673823,Flowerist LLC,Client,Importer,Core+,Seed,334396,Medido,334396,7,~100% (tautological),False,,
640563,Hoja Verde - Rosen Financial,Client,Importer,Core+,Seed,329555,Medido,329555,7,~100% (tautological),False,,
521854,"Albin Hagstrom & Son, Inc.",Client,Grower,eSuite,Seed,327745,Medido,327745,7,~100% (tautological),False,"Medido = solo digital, needs external estimate",
529514,"Global Bouquet, LLC",Prospect,Importer,Core+,Seed,307913,Piso de red,307913,6,~100% (tautological),False,Auto-promoted from Prospect (Deactivated),
664944,POSIES TRUCK,Client,Retailer,eSuite,Seed,300000,Estimado,111286,7,37.1,False,,
401680,FLORISOL & COMPANY FLOWER TRADING LLC,Client,Importer,Core+,Seed,297551.65,Medido,279740,7,~100% (tautological),False,,
146183,EPIC FARMS USA LLC,Client,Wholesaler,Core+,Seed,291296,Medido,291296,7,~100% (tautological),False,,
764867,Hana Farms Inc.,Client,Importer,Core+,Seed,276138.0,Medido,276287,7,~100% (tautological),False,Auto-promoted from Prospect (Other ERP: Excel),
727131,EQ Blooms by Flodecol,Client,Grower,Core+,Seed,274428,Medido,274428,7,~100% (tautological),False,Auto-promoted from Prospect (Other ERP: Unosof Core),
712429,Rose Runners,Client,Wholesaler,Core+,Seed,270178,Medido,270178,7,~100% (tautological),False,,
,ANIC Trading,Prospect,Wholesaler,Unknown,Seed,260000.0,Medido,0,0,,False,,
610504,The Flower Emporium LLC,Client,Wholesaler,Core+,Seed,196301.46,Medido,174353,7,~100% (tautological),False,,
814810,Lartisan Roses LLC,Client,Importer,Core+,Seed,194075,Medido,194075,3,~100% (tautological),False,"Auto-promoted from Prospect (SFDC Prospect, No Komet product: blank)",
505603,MGA Flowers,Client,Importer,Core+,Seed,192588.99,Medido,177417,7,~100% (tautological),False,,
498992,CANTIZA FLORAL DBA NFD,Client,Importer,Core+,Seed,186203,Medido,186203,7,~100% (tautological),False,,
738936,ACA Flowers,Client,Importer,Core+,Seed,180302.06,Medido,14102,5,~100% (tautological),False,,
488495,Sierra Flower Trading,Client,Importer,eSuite,Seed,174512.73,Medido,169432,7,~100% (tautological),False,"Medido = solo digital, needs external estimate",
734065,BlossomR,Prospect,Wholesaler,Core+,Seed,169203,Piso de red,169203,1,~100% (tautological),False,Auto-promoted from Prospect (Deactivated),
713840,WHOLESALE NORTON'S FLORIST,Client,Wholesaler,Core+,Seed,154685.45,Medido,0,0,,False,,
828357,Syrius Inc.,Pre-live,Importer,Unknown,Seed,151224.68,Piso de red,0,0,,False,,
588417,SHAW LAKE FARMS INC.,Client,Grower,K2K,Seed,149274,Estimado,140903,7,94.4,False,,
804758,FGS.Flowers.MIA,Client,Importer,Core+,Seed,147647,Medido,147647,4,~100% (tautological),False,Auto-promoted from Prospect (No Komet product: blank),
635167,Valle Verde LLC,Prospect,Importer,Core+,Seed,139752,Piso de red,139752,4,~100% (tautological),False,Auto-promoted from Prospect (Deactivated),
716166,Exclusive Wholesale,Client,Wholesaler,eSuite,Seed,109107,Piso de red,109107,7,~100% (tautological),False,,
664494,MAGNOLIA HOLDINGS 301 LLC  ABSOLUTELY BEAUTIFUL FLOWERS,Client,Wholesaler,eSuite,Seed,108316,Piso de red,108316,7,~100% (tautological),False,,
796715,ADEESE FLOWERS LLC,Client,Importer,Core+,Seed,104045.0,Medido,90530,7,~100% (tautological),False,,
825773,Creations From Heaven,Prospect,Wholesaler,Unknown,Seed,100000.0,ORA,0,0,,False,,
,ABloom Floral Group,Pre-live,Importer,Unknown,Seed,100000.0,ORA,0,0,,False,,
802590,Pacifica Farms - CAL,Prospect,Grower,Unknown,Seed,98467.0,Medido,90305,6,~100% (tautological),False,"Medido = solo digital, needs external estimate",
743217,"Nova Packaging Solutions, Inc.",Client,Wholesaler,Core+,Seed,87284,Medido,87284,2,~100% (tautological),False,,
503075,HANAYA FARMS,Client,Grower,Core+,Seed,86446,Medido,86446,7,~100% (tautological),False,,
579932,Tutuli Flower Farms,Client,Grower,K2K,Seed,78397,Estimado,73602,7,93.9,False,,
815558,Florens Group LLC,Prospect,Importer,Unknown,Seed,66069,Medido,66069,3,~100% (tautological),False,,
825239,Pampa Products LLC,Prospect,Importer,Unknown,Seed,43017,Piso de red,0,0,,False,,
770224,Magic Flowers - Floropolis,Pre-live,Grower,eSuite,Seed,36985,Piso de red,36985,4,~100% (tautological),False,,
817168,International Fresh Group LLC,Client,Importer,Core+,Seed,35471,Medido,35471,3,~100% (tautological),False,,
808064,Universal Flower Farms Inc.,Prospect,Importer,Unknown,Seed,32437,Medido,32437,3,~100% (tautological),False,,
762941,FOB UIO -  Alma Spray / Agrinag / Natuflor,Client,Grower,Core+,Seed,31770.0,Medido,29842,7,~100% (tautological),False,"Medido = solo digital, needs external estimate",
819114,Details Direct,Client,Retailer,K2K,Seed,30042,Estimado,159751,2,531.8,False,,
734128,Details Direct - Core,Client,Retailer,K2K,Seed,27125,Estimado,72618,4,267.7,False,,
822905,GQ FLOWERS,Prospect,Grower,K2K,Seed,26975,Estimado,0,0,,False,,
755593,Kontikiflor BV,Client,Importer,Core+,Seed,25519,Medido,25519,6,~100% (tautological),False,,
650252,GRUPO DEL PACIFICO,Client,Grower,Core+,Seed,25457,Medido,25457,7,~100% (tautological),False,,
584973,Flores de la Hacienda,Client,Grower,Core+,Seed,23562.75,Medido,13443,7,~100% (tautological),False,,
,Harmony Quality Flowers,Pre-live,Wholesaler,Unknown,Seed,19761.06,Piso de red,0,0,,False,,
762172,Floropolis,Client,Wholesaler,Core+,Seed,17915.0,Medido,18047,7,~100% (tautological),False,,
800562,Jetty USA LLC,Client,Importer,eSuite,Seed,14760,Medido,14760,5,~100% (tautological),False,"Medido = solo digital, needs external estimate",
751391,MegaFlor - UIO,Client,Grower,eSuite,Seed,13825,Medido,13825,3,~100% (tautological),False,"Medido = solo digital, needs external estimate",
,Ecuamagic S.A,Prospect,Grower,Unknown,Seed,11734.42,Piso de red,0,0,,False,,
795517,Nathalia Bloemenexport LLC - MIA,Client,Importer,eSuite,Seed,11224,Medido,11224,3,~100% (tautological),False,"Medido = solo digital, needs external estimate",
769085,Ecoroses - Floropolis,Pre-live,Grower,eSuite,Seed,8076,Piso de red,8076,4,~100% (tautological),False,,
769099,Flodecol - Floropolis,Pre-live,Grower,eSuite,Seed,8007,Piso de red,8007,4,~100% (tautological),False,,
765583,Bellaflor Group Inc.,Client,Grower,Core+,Seed,8000,Medido,8000,3,~100% (tautological),False,"Medido = solo digital, needs external estimate",
808527,Hortensias Cabogana Cia Ltda,Pre-live,Grower,eSuite,Seed,5346,Medido,5346,2,~100% (tautological),False,,
734327,Star Roses,Prospect,Importer,Core+,Seed,3876,Piso de red,3876,2,~100% (tautological),False,,
813947,Llanos De Alba LLADEAL - UIO,Prospect,Grower,Unknown,Seed,3270,Medido,3270,2,~100% (tautological),False,"Medido = solo digital, needs external estimate",
557903,Roots Peru,Client,Grower,eSuite,Seed,2831,Medido,2831,1,~100% (tautological),False,"Medido = solo digital, needs external estimate",
751350,Grupo Vegaflor - Medellin,Client,Grower,eSuite,Seed,2448,Medido,2448,1,~100% (tautological),False,"Medido = solo digital, needs external estimate",
751334,Much Flowers - UIO,Prospect,Grower,Core+,Seed,2340,Medido,2340,1,~100% (tautological),False,"Medido = solo digital, needs external estimate",
798243,Alison Flowers - UIO,Client,Grower,eSuite,Seed,2111,Medido,2111,2,~100% (tautological),False,"Medido = solo digital, needs external estimate",
751341,Olimpo Flowers Finca,Prospect,Grower,eSuite,Seed,1901,Piso de red,1901,5,~100% (tautological),False,,
665425,Specialty Cut Flowers,Prospect,Grower,Unknown,Seed,1200,Piso de red,1200,1,~100% (tautological),False,,
811196,Everflorals,Prospect,Wholesaler,Unknown,Seed,958,Medido,958,1,~100% (tautological),False,,
812869,Gypso S.A. UIO,Prospect,Grower,Unknown,Seed,850,Medido,850,2,~100% (tautological),False,"Medido = solo digital, needs external estimate",
640251,FreshLink,Client,Wholesaler,Core+,Seed,639.48,Medido,0,0,,False,,
795674,Akarana Farms - UIO,Client,Grower,eSuite,Seed,540,Medido,540,2,~100% (tautological),False,"Medido = solo digital, needs external estimate",
799014,Matthioli Flowers Ecuador,Client,Grower,eSuite,Seed,432,Medido,432,2,~100% (tautological),False,"Medido = solo digital, needs external estimate",
809546,Expobloom - BOG,Client,Grower,K2K,Seed,297,Estimado,1320,1,444.4,False,,
812278,Quimflowers - UIO,Prospect,Grower,K2K,Seed,181,Estimado,720,1,397.8,False,,
601280,Flores Silvestres,Client,Grower,K2K,Seed,144,Estimado,394,3,273.6,False,,
735300,Cataleya Flowers D&A,Prospect,Wholesaler,Unknown,Unmeasured,0,Sin dato,0,0,,False,,
739329,Penn Valley Flora,Prospect,Wholesaler,Unknown,Unmeasured,0,Sin dato,0,0,,False,,
534902,Vivofloral,Prospect,Grower,Core+,Unmeasured,0,not in Christine cascade,0,0,,False,,
831754,Nexa Flowers Group,Pre-live,Wholesaler,Unknown,Unmeasured,0,Sin dato,0,0,,False,,
735642,Verdnatura,Client,Importer,Procurement,Unmeasured,0,Sin dato,0,0,,False,,
650986,Tennessee Florist Supply - Knox,Prospect,Wholesaler,Unknown,Unmeasured,0,Sin dato,0,0,,False,,
